intent,sentence1,sentence2,label
Turn on the Lights,Turn on the lights in the living room.,Turn on the bedroom lights.,1
Turn on the Lights,Turn on the lights in the living room.,Can you light up the space?,1
Turn on the Lights,Turn on the lights in the living room.,Enable the lighting in the house.,1
Turn on the Lights,Turn on the lights in the living room.,Turn on the hallway light.,0
Turn on the Lights,Turn on the lights in the living room.,Switch on the LED lights.,0
Turn on the Lights,Turn on the lights in the living room.,Light up the kitchen area.,0
Turn on the Lights,Turn on the lights in the living room.,Turn on the lamp.,0
Turn on the Lights,Turn on the lights in the living room.,Can you activate the living room lights?,1
Turn on the Lights,Turn on the lights in the living room.,Increase the brightness in the room.,1
Turn on the Lights,Turn on the lights in the living room.,Illuminate the house.,1
Turn on the Lights,Turn on the lights in the living room.,Turn on the study room lights.,1
Turn on the Lights,Turn on the lights in the living room.,Switch on the night light.,0
Turn on the Lights,Turn on the lights in the living room.,Enable the wall lamps.,0
Turn on the Lights,Turn on the lights in the living room.,Make the space well-lit.,0
Turn on the Lights,Turn on the lights in the living room.,Turn on the chandelier.,0
Turn on the Lights,Turn on the lights in the living room.,Activate the smart bulbs.,1
Turn on the Lights,Turn on the lights in the living room.,Switch on the garden lights.,0
Turn on the Lights,Turn on the lights in the living room.,Turn on all indoor lights.,1
Turn on the Lights,Can you switch on the lights?,Illuminate the living room.,1
Turn on the Lights,Can you switch on the lights?,Turn on the lights now.,0
Turn on the Lights,Can you switch on the lights?,Enable the lights in this room.,0
Turn on the Lights,Can you switch on the lights?,Switch on the ceiling light.,1
Turn on the Lights,Can you switch on the lights?,Turn on all the lights.,1
Turn on the Lights,Can you switch on the lights?,Can you brighten the room?,1
Turn on the Lights,Can you switch on the lights?,Activate the lights here.,0
Turn on the Lights,Can you switch on the lights?,Power on the lights.,1
Turn on the Lights,Can you switch on the lights?,Make the room brighter.,1
Turn on the Lights,Can you switch on the lights?,Turn up the lights.,1
Turn on the Lights,Can you switch on the lights?,Turn on the bedroom lights.,1
Turn on the Lights,Can you switch on the lights?,Can you light up the space?,0
Turn on the Lights,Can you switch on the lights?,Enable the lighting in the house.,0
Turn on the Lights,Can you switch on the lights?,Turn on the hallway light.,0
Turn on the Lights,Can you switch on the lights?,Switch on the LED lights.,0
Turn on the Lights,Can you switch on the lights?,Light up the kitchen area.,1
Turn on the Lights,Can you switch on the lights?,Turn on the lamp.,1
Turn on the Lights,Can you switch on the lights?,Can you activate the living room lights?,1
Turn on the Lights,Can you switch on the lights?,Increase the brightness in the room.,1
Turn on the Lights,Can you switch on the lights?,Illuminate the house.,0
Turn on the Lights,Can you switch on the lights?,Turn on the study room lights.,0
Turn on the Lights,Can you switch on the lights?,Switch on the night light.,0
Turn on the Lights,Can you switch on the lights?,Enable the wall lamps.,0
Turn on the Lights,Can you switch on the lights?,Make the space well-lit.,1
Turn on the Lights,Can you switch on the lights?,Turn on the chandelier.,0
Turn on the Lights,Can you switch on the lights?,Activate the smart bulbs.,0
Turn on the Lights,Can you switch on the lights?,Switch on the garden lights.,0
Turn on the Lights,Can you switch on the lights?,Turn on all indoor lights.,0
Turn on the Lights,Illuminate the living room.,Turn on the lights now.,0
Turn on the Lights,Illuminate the living room.,Enable the lights in this room.,0
Turn on the Lights,Illuminate the living room.,Switch on the ceiling light.,0
Turn on the Lights,Illuminate the living room.,Turn on all the lights.,1
Turn on the Lights,Illuminate the living room.,Can you brighten the room?,1
Turn on the Lights,Illuminate the living room.,Activate the lights here.,0
Turn on the Lights,Illuminate the living room.,Power on the lights.,0
Turn on the Lights,Illuminate the living room.,Make the room brighter.,1
Turn on the Lights,Illuminate the living room.,Turn up the lights.,0
Turn on the Lights,Illuminate the living room.,Turn on the bedroom lights.,1
Turn on the Lights,Illuminate the living room.,Can you light up the space?,1
Turn on the Lights,Illuminate the living room.,Enable the lighting in the house.,0
Turn on the Lights,Illuminate the living room.,Turn on the hallway light.,1
Turn on the Lights,Illuminate the living room.,Switch on the LED lights.,0
Turn on the Lights,Illuminate the living room.,Light up the kitchen area.,1
Turn on the Lights,Illuminate the living room.,Turn on the lamp.,0
Turn on the Lights,Illuminate the living room.,Can you activate the living room lights?,0
Turn on the Lights,Illuminate the living room.,Increase the brightness in the room.,0
Turn on the Lights,Illuminate the living room.,Illuminate the house.,0
Turn on the Lights,Illuminate the living room.,Turn on the study room lights.,1
Turn on the Lights,Illuminate the living room.,Switch on the night light.,0
Turn on the Lights,Illuminate the living room.,Enable the wall lamps.,1
Turn on the Lights,Illuminate the living room.,Make the space well-lit.,1
Turn on the Lights,Illuminate the living room.,Turn on the chandelier.,0
Turn on the Lights,Illuminate the living room.,Activate the smart bulbs.,0
Turn on the Lights,Illuminate the living room.,Switch on the garden lights.,0
Turn on the Lights,Illuminate the living room.,Turn on all indoor lights.,1
Turn on the Lights,Turn on the lights now.,Enable the lights in this room.,1
Turn on the Lights,Turn on the lights now.,Switch on the ceiling light.,1
Turn on the Lights,Turn on the lights now.,Turn on all the lights.,1
Turn on the Lights,Turn on the lights now.,Can you brighten the room?,1
Turn on the Lights,Turn on the lights now.,Activate the lights here.,1
Turn on the Lights,Turn on the lights now.,Power on the lights.,0
Turn on the Lights,Turn on the lights now.,Make the room brighter.,0
Turn on the Lights,Turn on the lights now.,Turn up the lights.,1
Turn on the Lights,Turn on the lights now.,Turn on the bedroom lights.,0
Turn on the Lights,Turn on the lights now.,Can you light up the space?,0
Turn on the Lights,Turn on the lights now.,Enable the lighting in the house.,0
Turn on the Lights,Turn on the lights now.,Turn on the hallway light.,1
Turn on the Lights,Turn on the lights now.,Switch on the LED lights.,0
Turn on the Lights,Turn on the lights now.,Light up the kitchen area.,0
Turn on the Lights,Turn on the lights now.,Turn on the lamp.,0
Turn on the Lights,Turn on the lights now.,Can you activate the living room lights?,1
Turn on the Lights,Turn on the lights now.,Increase the brightness in the room.,0
Turn on the Lights,Turn on the lights now.,Illuminate the house.,1
Turn on the Lights,Turn on the lights now.,Turn on the study room lights.,0
Turn on the Lights,Turn on the lights now.,Switch on the night light.,0
Turn on the Lights,Turn on the lights now.,Enable the wall lamps.,0
Turn on the Lights,Turn on the lights now.,Make the space well-lit.,0
Turn on the Lights,Turn on the lights now.,Turn on the chandelier.,0
Turn on the Lights,Turn on the lights now.,Activate the smart bulbs.,1
Turn on the Lights,Turn on the lights now.,Switch on the garden lights.,0
Turn on the Lights,Turn on the lights now.,Turn on all indoor lights.,0
Turn on the Lights,Enable the lights in this room.,Switch on the ceiling light.,1
Turn on the Lights,Enable the lights in this room.,Turn on all the lights.,1
Turn on the Lights,Enable the lights in this room.,Can you brighten the room?,1
Turn on the Lights,Enable the lights in this room.,Activate the lights here.,1
Turn on the Lights,Enable the lights in this room.,Power on the lights.,1
Turn on the Lights,Enable the lights in this room.,Make the room brighter.,0
Turn on the Lights,Enable the lights in this room.,Turn up the lights.,1
Turn on the Lights,Enable the lights in this room.,Turn on the bedroom lights.,1
Turn on the Lights,Enable the lights in this room.,Can you light up the space?,1
Turn on the Lights,Enable the lights in this room.,Enable the lighting in the house.,0
Turn on the Lights,Enable the lights in this room.,Turn on the hallway light.,0
Turn on the Lights,Enable the lights in this room.,Switch on the LED lights.,0
Turn on the Lights,Enable the lights in this room.,Light up the kitchen area.,0
Turn on the Lights,Enable the lights in this room.,Turn on the lamp.,0
Turn on the Lights,Enable the lights in this room.,Can you activate the living room lights?,1
Turn on the Lights,Enable the lights in this room.,Increase the brightness in the room.,0
Turn on the Lights,Enable the lights in this room.,Illuminate the house.,1
Turn on the Lights,Enable the lights in this room.,Turn on the study room lights.,1
Turn on the Lights,Enable the lights in this room.,Switch on the night light.,1
Turn on the Lights,Enable the lights in this room.,Enable the wall lamps.,0
Turn on the Lights,Enable the lights in this room.,Make the space well-lit.,1
Turn on the Lights,Enable the lights in this room.,Turn on the chandelier.,1
Turn on the Lights,Enable the lights in this room.,Activate the smart bulbs.,0
Turn on the Lights,Enable the lights in this room.,Switch on the garden lights.,1
Turn on the Lights,Enable the lights in this room.,Turn on all indoor lights.,1
Turn on the Lights,Switch on the ceiling light.,Turn on all the lights.,1
Turn on the Lights,Switch on the ceiling light.,Can you brighten the room?,0
Turn on the Lights,Switch on the ceiling light.,Activate the lights here.,0
Turn on the Lights,Switch on the ceiling light.,Power on the lights.,0
Turn on the Lights,Switch on the ceiling light.,Make the room brighter.,0
Turn on the Lights,Switch on the ceiling light.,Turn up the lights.,1
Turn on the Lights,Switch on the ceiling light.,Turn on the bedroom lights.,0
Turn on the Lights,Switch on the ceiling light.,Can you light up the space?,0
Turn on the Lights,Switch on the ceiling light.,Enable the lighting in the house.,1
Turn on the Lights,Switch on the ceiling light.,Turn on the hallway light.,0
Turn on the Lights,Switch on the ceiling light.,Switch on the LED lights.,0
Turn on the Lights,Switch on the ceiling light.,Light up the kitchen area.,1
Turn on the Lights,Switch on the ceiling light.,Turn on the lamp.,0
Turn on the Lights,Switch on the ceiling light.,Can you activate the living room lights?,0
Turn on the Lights,Switch on the ceiling light.,Increase the brightness in the room.,1
Turn on the Lights,Switch on the ceiling light.,Illuminate the house.,0
Turn on the Lights,Switch on the ceiling light.,Turn on the study room lights.,1
Turn on the Lights,Switch on the ceiling light.,Switch on the night light.,0
Turn on the Lights,Switch on the ceiling light.,Enable the wall lamps.,0
Turn on the Lights,Switch on the ceiling light.,Make the space well-lit.,0
Turn on the Lights,Switch on the ceiling light.,Turn on the chandelier.,1
Turn on the Lights,Switch on the ceiling light.,Activate the smart bulbs.,1
Turn on the Lights,Switch on the ceiling light.,Switch on the garden lights.,0
Turn on the Lights,Switch on the ceiling light.,Turn on all indoor lights.,0
Turn on the Lights,Turn on all the lights.,Can you brighten the room?,0
Turn on the Lights,Turn on all the lights.,Activate the lights here.,1
Turn on the Lights,Turn on all the lights.,Power on the lights.,1
Turn on the Lights,Turn on all the lights.,Make the room brighter.,0
Turn on the Lights,Turn on all the lights.,Turn up the lights.,0
Turn on the Lights,Turn on all the lights.,Turn on the bedroom lights.,0
Turn on the Lights,Turn on all the lights.,Can you light up the space?,0
Turn on the Lights,Turn on all the lights.,Enable the lighting in the house.,1
Turn on the Lights,Turn on all the lights.,Turn on the hallway light.,0
Turn on the Lights,Turn on all the lights.,Switch on the LED lights.,1
Turn on the Lights,Turn on all the lights.,Light up the kitchen area.,0
Turn on the Lights,Turn on all the lights.,Turn on the lamp.,1
Turn on the Lights,Turn on all the lights.,Can you activate the living room lights?,1
Turn on the Lights,Turn on all the lights.,Increase the brightness in the room.,0
Turn on the Lights,Turn on all the lights.,Illuminate the house.,1
Turn on the Lights,Turn on all the lights.,Turn on the study room lights.,0
Turn on the Lights,Turn on all the lights.,Switch on the night light.,0
Turn on the Lights,Turn on all the lights.,Enable the wall lamps.,0
Turn on the Lights,Turn on all the lights.,Make the space well-lit.,0
Turn on the Lights,Turn on all the lights.,Turn on the chandelier.,1
Turn on the Lights,Turn on all the lights.,Activate the smart bulbs.,0
Turn on the Lights,Turn on all the lights.,Switch on the garden lights.,1
Turn on the Lights,Turn on all the lights.,Turn on all indoor lights.,1
Turn on the Lights,Can you brighten the room?,Activate the lights here.,0
Turn on the Lights,Can you brighten the room?,Power on the lights.,1
Turn on the Lights,Can you brighten the room?,Make the room brighter.,0
Turn on the Lights,Can you brighten the room?,Turn up the lights.,0
Turn on the Lights,Can you brighten the room?,Turn on the bedroom lights.,1
Turn on the Lights,Can you brighten the room?,Can you light up the space?,1
Turn on the Lights,Can you brighten the room?,Enable the lighting in the house.,1
Turn on the Lights,Can you brighten the room?,Turn on the hallway light.,1
Turn on the Lights,Can you brighten the room?,Switch on the LED lights.,1
Turn on the Lights,Can you brighten the room?,Light up the kitchen area.,0
Turn on the Lights,Can you brighten the room?,Turn on the lamp.,0
Turn on the Lights,Can you brighten the room?,Can you activate the living room lights?,0
Turn on the Lights,Can you brighten the room?,Increase the brightness in the room.,0
Turn on the Lights,Can you brighten the room?,Illuminate the house.,0
Turn on the Lights,Can you brighten the room?,Turn on the study room lights.,0
Turn on the Lights,Can you brighten the room?,Switch on the night light.,1
Turn on the Lights,Can you brighten the room?,Enable the wall lamps.,1
Turn on the Lights,Can you brighten the room?,Make the space well-lit.,0
Turn on the Lights,Can you brighten the room?,Turn on the chandelier.,1
Turn on the Lights,Can you brighten the room?,Activate the smart bulbs.,1
Turn on the Lights,Can you brighten the room?,Switch on the garden lights.,0
Turn on the Lights,Can you brighten the room?,Turn on all indoor lights.,0
Turn on the Lights,Activate the lights here.,Power on the lights.,0
Turn on the Lights,Activate the lights here.,Make the room brighter.,0
Turn on the Lights,Activate the lights here.,Turn up the lights.,1
Turn on the Lights,Activate the lights here.,Turn on the bedroom lights.,0
Turn on the Lights,Activate the lights here.,Can you light up the space?,0
Turn on the Lights,Activate the lights here.,Enable the lighting in the house.,0
Turn on the Lights,Activate the lights here.,Turn on the hallway light.,1
Turn on the Lights,Activate the lights here.,Switch on the LED lights.,0
Turn on the Lights,Activate the lights here.,Light up the kitchen area.,0
Turn on the Lights,Activate the lights here.,Turn on the lamp.,0
Turn on the Lights,Activate the lights here.,Can you activate the living room lights?,1
Turn on the Lights,Activate the lights here.,Increase the brightness in the room.,0
Turn on the Lights,Activate the lights here.,Illuminate the house.,0
Turn on the Lights,Activate the lights here.,Turn on the study room lights.,0
Turn on the Lights,Activate the lights here.,Switch on the night light.,1
Turn on the Lights,Activate the lights here.,Enable the wall lamps.,0
Turn on the Lights,Activate the lights here.,Make the space well-lit.,0
Turn on the Lights,Activate the lights here.,Turn on the chandelier.,0
Turn on the Lights,Activate the lights here.,Activate the smart bulbs.,0
Turn on the Lights,Activate the lights here.,Switch on the garden lights.,0
Turn on the Lights,Activate the lights here.,Turn on all indoor lights.,1
Turn on the Lights,Power on the lights.,Make the room brighter.,0
Turn on the Lights,Power on the lights.,Turn up the lights.,1
Turn on the Lights,Power on the lights.,Turn on the bedroom lights.,0
Turn on the Lights,Power on the lights.,Can you light up the space?,0
Turn on the Lights,Power on the lights.,Enable the lighting in the house.,1
Turn on the Lights,Power on the lights.,Turn on the hallway light.,1
Turn on the Lights,Power on the lights.,Switch on the LED lights.,1
Turn on the Lights,Power on the lights.,Light up the kitchen area.,0
Turn on the Lights,Power on the lights.,Turn on the lamp.,0
Turn on the Lights,Power on the lights.,Can you activate the living room lights?,1
Turn on the Lights,Power on the lights.,Increase the brightness in the room.,0
Turn on the Lights,Power on the lights.,Illuminate the house.,1
Turn on the Lights,Power on the lights.,Turn on the study room lights.,1
Turn on the Lights,Power on the lights.,Switch on the night light.,0
Turn on the Lights,Power on the lights.,Enable the wall lamps.,1
Turn on the Lights,Power on the lights.,Make the space well-lit.,1
Turn on the Lights,Power on the lights.,Turn on the chandelier.,0
Turn on the Lights,Power on the lights.,Activate the smart bulbs.,1
Turn on the Lights,Power on the lights.,Switch on the garden lights.,0
Turn on the Lights,Power on the lights.,Turn on all indoor lights.,0
Turn on the Lights,Make the room brighter.,Turn up the lights.,1
Turn on the Lights,Make the room brighter.,Turn on the bedroom lights.,0
Turn on the Lights,Make the room brighter.,Can you light up the space?,0
Turn on the Lights,Make the room brighter.,Enable the lighting in the house.,0
Turn on the Lights,Make the room brighter.,Turn on the hallway light.,0
Turn on the Lights,Make the room brighter.,Switch on the LED lights.,0
Turn on the Lights,Make the room brighter.,Light up the kitchen area.,1
Turn on the Lights,Make the room brighter.,Turn on the lamp.,1
Turn on the Lights,Make the room brighter.,Can you activate the living room lights?,0
Turn on the Lights,Make the room brighter.,Increase the brightness in the room.,1
Turn on the Lights,Make the room brighter.,Illuminate the house.,0
Turn on the Lights,Make the room brighter.,Turn on the study room lights.,0
Turn on the Lights,Make the room brighter.,Switch on the night light.,1
Turn on the Lights,Make the room brighter.,Enable the wall lamps.,0
Turn on the Lights,Make the room brighter.,Make the space well-lit.,1
Turn on the Lights,Make the room brighter.,Turn on the chandelier.,0
Turn on the Lights,Make the room brighter.,Activate the smart bulbs.,0
Turn on the Lights,Make the room brighter.,Switch on the garden lights.,1
Turn on the Lights,Make the room brighter.,Turn on all indoor lights.,0
Turn on the Lights,Turn up the lights.,Turn on the bedroom lights.,1
Turn on the Lights,Turn up the lights.,Can you light up the space?,1
Turn on the Lights,Turn up the lights.,Enable the lighting in the house.,1
Turn on the Lights,Turn up the lights.,Turn on the hallway light.,0
Turn on the Lights,Turn up the lights.,Switch on the LED lights.,0
Turn on the Lights,Turn up the lights.,Light up the kitchen area.,0
Turn on the Lights,Turn up the lights.,Turn on the lamp.,1
Turn on the Lights,Turn up the lights.,Can you activate the living room lights?,1
Turn on the Lights,Turn up the lights.,Increase the brightness in the room.,0
Turn on the Lights,Turn up the lights.,Illuminate the house.,1
Turn on the Lights,Turn up the lights.,Turn on the study room lights.,1
Turn on the Lights,Turn up the lights.,Switch on the night light.,1
Turn on the Lights,Turn up the lights.,Enable the wall lamps.,0
Turn on the Lights,Turn up the lights.,Make the space well-lit.,1
Turn on the Lights,Turn up the lights.,Turn on the chandelier.,0
Turn on the Lights,Turn up the lights.,Activate the smart bulbs.,0
Turn on the Lights,Turn up the lights.,Switch on the garden lights.,1
Turn on the Lights,Turn up the lights.,Turn on all indoor lights.,0
Turn on the Lights,Turn on the bedroom lights.,Can you light up the space?,0
Turn on the Lights,Turn on the bedroom lights.,Enable the lighting in the house.,0
Turn on the Lights,Turn on the bedroom lights.,Turn on the hallway light.,1
Turn on the Lights,Turn on the bedroom lights.,Switch on the LED lights.,0
Turn on the Lights,Turn on the bedroom lights.,Light up the kitchen area.,0
Turn on the Lights,Turn on the bedroom lights.,Turn on the lamp.,1
Turn on the Lights,Turn on the bedroom lights.,Can you activate the living room lights?,0
Turn on the Lights,Turn on the bedroom lights.,Increase the brightness in the room.,0
Turn on the Lights,Turn on the bedroom lights.,Illuminate the house.,0
Turn on the Lights,Turn on the bedroom lights.,Turn on the study room lights.,1
Turn on the Lights,Turn on the bedroom lights.,Switch on the night light.,1
Turn on the Lights,Turn on the bedroom lights.,Enable the wall lamps.,0
Turn on the Lights,Turn on the bedroom lights.,Make the space well-lit.,0
Turn on the Lights,Turn on the bedroom lights.,Turn on the chandelier.,1
Turn on the Lights,Turn on the bedroom lights.,Activate the smart bulbs.,1
Turn on the Lights,Turn on the bedroom lights.,Switch on the garden lights.,0
Turn on the Lights,Turn on the bedroom lights.,Turn on all indoor lights.,0
Turn on the Lights,Can you light up the space?,Enable the lighting in the house.,1
Turn on the Lights,Can you light up the space?,Turn on the hallway light.,1
Turn on the Lights,Can you light up the space?,Switch on the LED lights.,1
Turn on the Lights,Can you light up the space?,Light up the kitchen area.,1
Turn on the Lights,Can you light up the space?,Turn on the lamp.,1
Turn on the Lights,Can you light up the space?,Can you activate the living room lights?,0
Turn on the Lights,Can you light up the space?,Increase the brightness in the room.,0
Turn on the Lights,Can you light up the space?,Illuminate the house.,0
Turn on the Lights,Can you light up the space?,Turn on the study room lights.,1
Turn on the Lights,Can you light up the space?,Switch on the night light.,1
Turn on the Lights,Can you light up the space?,Enable the wall lamps.,1
Turn on the Lights,Can you light up the space?,Make the space well-lit.,0
Turn on the Lights,Can you light up the space?,Turn on the chandelier.,0
Turn on the Lights,Can you light up the space?,Activate the smart bulbs.,0
Turn on the Lights,Can you light up the space?,Switch on the garden lights.,1
Turn on the Lights,Can you light up the space?,Turn on all indoor lights.,0
Turn on the Lights,Enable the lighting in the house.,Turn on the hallway light.,1
Turn on the Lights,Enable the lighting in the house.,Switch on the LED lights.,1
Turn on the Lights,Enable the lighting in the house.,Light up the kitchen area.,1
Turn on the Lights,Enable the lighting in the house.,Turn on the lamp.,0
Turn on the Lights,Enable the lighting in the house.,Can you activate the living room lights?,0
Turn on the Lights,Enable the lighting in the house.,Increase the brightness in the room.,1
Turn on the Lights,Enable the lighting in the house.,Illuminate the house.,1
Turn on the Lights,Enable the lighting in the house.,Turn on the study room lights.,0
Turn on the Lights,Enable the lighting in the house.,Switch on the night light.,1
Turn on the Lights,Enable the lighting in the house.,Enable the wall lamps.,1
Turn on the Lights,Enable the lighting in the house.,Make the space well-lit.,0
Turn on the Lights,Enable the lighting in the house.,Turn on the chandelier.,1
Turn on the Lights,Enable the lighting in the house.,Activate the smart bulbs.,1
Turn on the Lights,Enable the lighting in the house.,Switch on the garden lights.,0
Turn on the Lights,Enable the lighting in the house.,Turn on all indoor lights.,1
Turn on the Lights,Turn on the hallway light.,Switch on the LED lights.,0
Turn on the Lights,Turn on the hallway light.,Light up the kitchen area.,1
Turn on the Lights,Turn on the hallway light.,Turn on the lamp.,0
Turn on the Lights,Turn on the hallway light.,Can you activate the living room lights?,0
Turn on the Lights,Turn on the hallway light.,Increase the brightness in the room.,0
Turn on the Lights,Turn on the hallway light.,Illuminate the house.,0
Turn on the Lights,Turn on the hallway light.,Turn on the study room lights.,0
Turn on the Lights,Turn on the hallway light.,Switch on the night light.,1
Turn on the Lights,Turn on the hallway light.,Enable the wall lamps.,1
Turn on the Lights,Turn on the hallway light.,Make the space well-lit.,1
Turn on the Lights,Turn on the hallway light.,Turn on the chandelier.,1
Turn on the Lights,Turn on the hallway light.,Activate the smart bulbs.,1
Turn on the Lights,Turn on the hallway light.,Switch on the garden lights.,1
Turn on the Lights,Turn on the hallway light.,Turn on all indoor lights.,1
Turn on the Lights,Switch on the LED lights.,Light up the kitchen area.,1
Turn on the Lights,Switch on the LED lights.,Turn on the lamp.,1
Turn on the Lights,Switch on the LED lights.,Can you activate the living room lights?,1
Turn on the Lights,Switch on the LED lights.,Increase the brightness in the room.,1
Turn on the Lights,Switch on the LED lights.,Illuminate the house.,1
Turn on the Lights,Switch on the LED lights.,Turn on the study room lights.,0
Turn on the Lights,Switch on the LED lights.,Switch on the night light.,0
Turn on the Lights,Switch on the LED lights.,Enable the wall lamps.,0
Turn on the Lights,Switch on the LED lights.,Make the space well-lit.,0
Turn on the Lights,Switch on the LED lights.,Turn on the chandelier.,0
Turn on the Lights,Switch on the LED lights.,Activate the smart bulbs.,1
Turn on the Lights,Switch on the LED lights.,Switch on the garden lights.,1
Turn on the Lights,Switch on the LED lights.,Turn on all indoor lights.,0
Turn on the Lights,Light up the kitchen area.,Turn on the lamp.,1
Turn on the Lights,Light up the kitchen area.,Can you activate the living room lights?,0
Turn on the Lights,Light up the kitchen area.,Increase the brightness in the room.,0
Turn on the Lights,Light up the kitchen area.,Illuminate the house.,1
Turn on the Lights,Light up the kitchen area.,Turn on the study room lights.,0
Turn on the Lights,Light up the kitchen area.,Switch on the night light.,0
Turn on the Lights,Light up the kitchen area.,Enable the wall lamps.,1
Turn on the Lights,Light up the kitchen area.,Make the space well-lit.,1
Turn on the Lights,Light up the kitchen area.,Turn on the chandelier.,1
Turn on the Lights,Light up the kitchen area.,Activate the smart bulbs.,0
Turn on the Lights,Light up the kitchen area.,Switch on the garden lights.,1
Turn on the Lights,Light up the kitchen area.,Turn on all indoor lights.,1
Turn on the Lights,Turn on the lamp.,Can you activate the living room lights?,1
Turn on the Lights,Turn on the lamp.,Increase the brightness in the room.,0
Turn on the Lights,Turn on the lamp.,Illuminate the house.,0
Turn on the Lights,Turn on the lamp.,Turn on the study room lights.,0
Turn on the Lights,Turn on the lamp.,Switch on the night light.,1
Turn on the Lights,Turn on the lamp.,Enable the wall lamps.,1
Turn on the Lights,Turn on the lamp.,Make the space well-lit.,1
Turn on the Lights,Turn on the lamp.,Turn on the chandelier.,1
Turn on the Lights,Turn on the lamp.,Activate the smart bulbs.,0
Turn on the Lights,Turn on the lamp.,Switch on the garden lights.,1
Turn on the Lights,Turn on the lamp.,Turn on all indoor lights.,1
Turn on the Lights,Can you activate the living room lights?,Increase the brightness in the room.,1
Turn on the Lights,Can you activate the living room lights?,Illuminate the house.,0
Turn on the Lights,Can you activate the living room lights?,Turn on the study room lights.,1
Turn on the Lights,Can you activate the living room lights?,Switch on the night light.,1
Turn on the Lights,Can you activate the living room lights?,Enable the wall lamps.,0
Turn on the Lights,Can you activate the living room lights?,Make the space well-lit.,1
Turn on the Lights,Can you activate the living room lights?,Turn on the chandelier.,0
Turn on the Lights,Can you activate the living room lights?,Activate the smart bulbs.,0
Turn on the Lights,Can you activate the living room lights?,Switch on the garden lights.,1
Turn on the Lights,Can you activate the living room lights?,Turn on all indoor lights.,0
Turn on the Lights,Increase the brightness in the room.,Illuminate the house.,0
Turn on the Lights,Increase the brightness in the room.,Turn on the study room lights.,1
Turn on the Lights,Increase the brightness in the room.,Switch on the night light.,1
Turn on the Lights,Increase the brightness in the room.,Enable the wall lamps.,0
Turn on the Lights,Increase the brightness in the room.,Make the space well-lit.,0
Turn on the Lights,Increase the brightness in the room.,Turn on the chandelier.,0
Turn on the Lights,Increase the brightness in the room.,Activate the smart bulbs.,1
Turn on the Lights,Increase the brightness in the room.,Switch on the garden lights.,0
Turn on the Lights,Increase the brightness in the room.,Turn on all indoor lights.,1
Turn on the Lights,Illuminate the house.,Turn on the study room lights.,0
Turn on the Lights,Illuminate the house.,Switch on the night light.,1
Turn on the Lights,Illuminate the house.,Enable the wall lamps.,0
Turn on the Lights,Illuminate the house.,Make the space well-lit.,0
Turn on the Lights,Illuminate the house.,Turn on the chandelier.,0
Turn on the Lights,Illuminate the house.,Activate the smart bulbs.,1
Turn on the Lights,Illuminate the house.,Switch on the garden lights.,1
Turn on the Lights,Illuminate the house.,Turn on all indoor lights.,1
Turn on the Lights,Turn on the study room lights.,Switch on the night light.,1
Turn on the Lights,Turn on the study room lights.,Enable the wall lamps.,0
Turn on the Lights,Turn on the study room lights.,Make the space well-lit.,0
Turn on the Lights,Turn on the study room lights.,Turn on the chandelier.,0
Turn on the Lights,Turn on the study room lights.,Activate the smart bulbs.,0
Turn on the Lights,Turn on the study room lights.,Switch on the garden lights.,0
Turn on the Lights,Turn on the study room lights.,Turn on all indoor lights.,0
Turn on the Lights,Switch on the night light.,Enable the wall lamps.,0
Turn on the Lights,Switch on the night light.,Make the space well-lit.,0
Turn on the Lights,Switch on the night light.,Turn on the chandelier.,0
Turn on the Lights,Switch on the night light.,Activate the smart bulbs.,1
Turn on the Lights,Switch on the night light.,Switch on the garden lights.,1
Turn on the Lights,Switch on the night light.,Turn on all indoor lights.,1
Turn on the Lights,Enable the wall lamps.,Make the space well-lit.,0
Turn on the Lights,Enable the wall lamps.,Turn on the chandelier.,1
Turn on the Lights,Enable the wall lamps.,Activate the smart bulbs.,0
Turn on the Lights,Enable the wall lamps.,Switch on the garden lights.,1
Turn on the Lights,Enable the wall lamps.,Turn on all indoor lights.,1
Turn on the Lights,Make the space well-lit.,Turn on the chandelier.,0
Turn on the Lights,Make the space well-lit.,Activate the smart bulbs.,1
Turn on the Lights,Make the space well-lit.,Switch on the garden lights.,0
Turn on the Lights,Make the space well-lit.,Turn on all indoor lights.,0
Turn on the Lights,Turn on the chandelier.,Activate the smart bulbs.,1
Turn on the Lights,Turn on the chandelier.,Switch on the garden lights.,0
Turn on the Lights,Turn on the chandelier.,Turn on all indoor lights.,1
Turn on the Lights,Activate the smart bulbs.,Switch on the garden lights.,0
Turn on the Lights,Activate the smart bulbs.,Turn on all indoor lights.,0
Turn on the Lights,Switch on the garden lights.,Turn on all indoor lights.,1
